,fema_declaration_string,disaster_number,state,declaration_type,fy_declared,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,Begin_Date,End_Date,Disaster_Period_Days,designated_area,id
21848,FM-2395-AL,2395,AL,Fire Management,2002,Fire,Al - North East Alabama Fire Complex - 11/20/2001,NO,NO,YES,NO,2001-11-20T05:00:00Z,2001-11-23T05:00:00Z,11/20/01,11/23/01,3,Etowah (County),5d1bcec6d5b39c032f267768
21851,DR-1396-PR,1396,PR,Major Disaster,2002,Severe Storm(s),"Severe Storms, Flooding, Mudslides And Landslides",NO,NO,YES,NO,2001-11-07T05:00:00Z,2001-11-09T05:00:00Z,11/7/01,11/9/01,2,Aguas Buenas (Municipio),5d1bcebdd5b39c032f264990
21865,DR-1399-AL,1399,AL,Major Disaster,2002,Severe Storm(s),Severe Storms And Tornadoes,NO,YES,NO,YES,2001-11-24T05:00:00Z,2001-11-25T05:00:00Z,11/24/01,11/25/01,1,Marion (County),5d1bcebcd5b39c032f26415c
21884,DR-1398-MS,1398,MS,Major Disaster,2002,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",NO,YES,YES,YES,2001-11-24T05:00:00Z,2001-12-17T05:00:00Z,11/24/01,12/17/01,23,Quitman (County),5d1bcebdd5b39c032f2648db
21907,EM-3170-NY,3170,NY,Emergency Management,2002,Snow,Snow,NO,NO,YES,NO,2001-12-24T05:00:00Z,2001-12-29T05:00:00Z,12/24/01,12/29/01,5,Genesee (County),5d1bcecbd5b39c032f26891b
21913,DR-1400-AR,1400,AR,Major Disaster,2002,Severe Storm(s),Severe Storms And Flooding,NO,NO,YES,YES,2001-12-15T05:00:00Z,2002-01-30T05:00:00Z,12/15/01,1/30/02,46,Little River (County),5d1bcebdd5b39c032f26487c
21933,DR-1401-OK,1401,OK,Major Disaster,2002,Severe Ice Storm,Severe Winter Ice Storm,NO,YES,YES,NO,2002-01-30T05:00:00Z,2002-02-11T05:00:00Z,1/30/02,2/11/02,12,Woods (County),5d1bcebdd5b39c032f264ade
21978,DR-1403-MO,1403,MO,Major Disaster,2002,Severe Ice Storm,Severe Winter Ice Storm,NO,YES,YES,YES,2002-01-29T05:00:00Z,2002-02-13T05:00:00Z,1/29/02,2/13/02,15,Carroll (County),5d1bcebcd5b39c032f2646b3
22021,DR-1402-KS,1402,KS,Major Disaster,2002,Severe Ice Storm,Severe Winter Ice Storm,NO,YES,YES,NO,2002-01-29T05:00:00Z,2002-02-15T05:00:00Z,1/29/02,2/15/02,17,Labette (County),5d1bcebcd5b39c032f26415d
22056,FM-2396-CA,2396,CA,Fire Management,2002,Fire,Gavilan Fire,NO,NO,YES,NO,2002-02-10T16:14:00Z,2002-02-15T17:00:00Z,2/10/02,2/15/02,5,San Diego (County),5d1bcec6d5b39c032f267763
22057,FM-2397-VA,2397,VA,Fire Management,2002,Fire,Va - Fultz Run Fire - 02-28-2002,NO,NO,YES,NO,2002-02-27T14:00:00Z,2002-03-02T05:00:00Z,2/27/02,3/2/02,3,Page (County),5d1bcec6d5b39c032f267704
22058,DR-1404-NY,1404,NY,Major Disaster,2002,Snow,Severe Winter Storm,NO,NO,YES,YES,2001-12-24T05:00:00Z,2001-12-29T05:00:00Z,12/24/01,12/29/01,5,Erie (County),5d1bcebcd5b39c032f2642fc
22059,DR-1405-OR,1405,OR,Major Disaster,2002,Severe Storm(s),Severe Winter Storm With High Winds,NO,NO,YES,YES,2002-02-07T22:30:00Z,2002-02-08T05:00:00Z,2/7/02,2/8/02,0,Coos (County),5d1bcebcd5b39c032f26416d
22064,FM-2398-NM,2398,NM,Fire Management,2002,Fire,Nm-Kokopelli Fire Complex-3-23-02,NO,NO,YES,NO,2002-03-23T21:12:00Z,2002-04-02T01:20:00Z,3/23/02,4/2/02,9,Lincoln (County),5d1bcec6d5b39c032f267766
22065,DR-1406-VA,1406,VA,Major Disaster,2002,Severe Storm(s),Severe Storms And Flooding,NO,YES,YES,YES,2002-03-17T13:00:00Z,2002-03-20T05:00:00Z,3/17/02,3/20/02,3,Scott (County),5d1bcebdd5b39c032f264984
22075,DR-1407-KY,1407,KY,Major Disaster,2002,Severe Storm(s),Severe Storms And Flooding,NO,NO,YES,NO,2002-03-17T15:30:00Z,2002-03-21T05:00:00Z,3/17/02,3/21/02,4,Wayne (County),5d1bcebdd5b39c032f264822
22112,DR-1408-TN,1408,TN,Major Disaster,2002,Severe Storm(s),Severe Storms And Flooding,NO,NO,YES,YES,2002-01-23T05:00:00Z,2002-03-20T05:00:00Z,1/23/02,3/20/02,56,Haywood (County),5d1bcebcd5b39c032f26479d
22149,FM-2399-CO,2399,CO,Fire Management,2002,Fire,Co - Snaking Fire - 4/23/2002,NO,NO,YES,NO,2002-04-23T20:30:00Z,2002-04-29T22:00:00Z,4/23/02,4/29/02,6,Park (County),5d1bcec6d5b39c032f267762
22150,FM-2400-AZ,2400,AZ,Fire Management,2002,Fire,Az-Ryan-Wildfire-4/30/2002,NO,NO,YES,NO,2002-04-29T16:00:00Z,2002-05-08T04:00:00Z,4/29/02,5/8/02,9,Santa Cruz (County),5d1bcec6d5b39c032f26776d
22151,FM-2401-CO,2401,CO,Fire Management,2002,Fire,Cuerno Verde Fire,NO,NO,YES,NO,2002-04-30T20:30:00Z,2002-05-05T04:00:00Z,4/30/02,5/5/02,4,Custer (County),5d1bcec6d5b39c032f2676fd
22152,FM-2402-NM,2402,NM,Fire Management,2002,Fire,Nm - Penasco Fire - 05-01-02,NO,NO,YES,NO,2002-04-30T12:00:00Z,2002-06-03T20:10:00Z,4/30/02,6/3/02,34,Otero (County),5d1bcec6d5b39c032f26775d
22153,DR-1409-MD,1409,MD,Major Disaster,2002,Tornado,Tornado,NO,YES,YES,YES,2002-04-28T23:30:00Z,2002-04-29T03:59:00Z,4/28/02,4/29/02,0,Calvert (County),5d1bcebcd5b39c032f2646cf
22156,DR-1410-WV,1410,WV,Major Disaster,2002,Severe Storm(s),"Severe Storms, Flooding And Landslides",NO,NO,YES,NO,2002-05-02T23:00:00Z,2002-05-20T04:00:00Z,5/2/02,5/20/02,17,Logan (County),5d1bcebcd5b39c032f2646c2
22158,DR-1411-VA,1411,VA,Major Disaster,2002,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",NO,YES,YES,NO,2002-04-28T23:00:00Z,2002-05-03T04:00:00Z,4/28/02,5/3/02,4,Tazewell (County),5d1bcebcd5b39c032f264717
22179,FM-2403-CO,2403,CO,Fire Management,2002,Fire,Black Mountain Fire,NO,NO,YES,NO,2002-05-05T20:00:00Z,2002-05-12T04:00:00Z,5/5/02,5/12/02,6,Park (County),5d1bcec6d5b39c032f267705
22180,DR-1412-MO,1412,MO,Major Disaster,2002,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",NO,YES,NO,NO,2002-04-24T21:00:00Z,2002-06-10T04:00:00Z,4/24/02,6/10/02,46,Jasper (County),5d1bcebdd5b39c032f2648ea
22259,DR-1413-MI,1413,MI,Major Disaster,2002,Flood,Flooding,NO,NO,YES,YES,2002-04-10T12:00:00Z,2002-05-09T04:00:00Z,4/10/02,5/9/02,29,Marquette (County),5d1bcebdd5b39c032f2647da
22265,FM-2404-NM,2404,NM,Fire Management,2002,Fire,Nm - Dalton Fire - 05/06/02,NO,NO,YES,NO,2002-05-06T23:05:00Z,2002-05-18T03:00:00Z,5/6/02,5/18/02,11,San Miguel (County),5d1bcec6d5b39c032f26776f
22266,DR-1414-KY,1414,KY,Major Disaster,2002,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",NO,NO,YES,NO,2002-04-27T04:00:00Z,2002-05-10T04:00:00Z,4/27/02,5/10/02,13,Owsley (County),5d1bcebcd5b39c032f26416f
22305,FM-2405-CA,2405,CA,Fire Management,2002,Fire,Antonio Fire,NO,NO,YES,NO,2002-05-13T18:50:00Z,2002-05-16T02:00:00Z,5/13/02,5/16/02,2,Orange (County),5d1bcec6d5b39c032f26773e
22306,FM-2406-AZ,2406,AZ,Fire Management,2002,Fire,Az - Indian Fire - 5/15/2002,NO,NO,YES,NO,2002-05-15T19:30:00Z,2002-05-18T16:00:00Z,5/15/02,5/18/02,3,Yavapai (County),5d1bcec6d5b39c032f267739
22307,DR-1415-NY,1415,NY,Major Disaster,2002,Earthquake,Earthquake,NO,YES,NO,YES,2002-04-20T10:50:00Z,2002-04-20T04:00:00Z,4/20/02,4/20/02,0,Washington (County),5d1bcebcd5b39c032f264160
22313,DR-1416-IL,1416,IL,Major Disaster,2002,Tornado,"Severe Storms, Tornadoes And Flooding",NO,YES,YES,YES,2002-04-21T20:00:00Z,2002-05-23T04:00:00Z,4/21/02,5/23/02,31,Clark (County),5d1bcebdd5b39c032f264813
22381,FM-2407-CO,2407,CO,Fire Management,2002,Fire,Co - Schoonover Fire - 05/23/02,NO,NO,YES,NO,2002-05-21T14:00:00Z,2002-05-29T04:00:00Z,5/21/02,5/29/02,8,Douglas (County),5d1bcec6d5b39c032f267744
22382,FM-2408-NM,2408,NM,Fire Management,2002,Fire,Nm - Borrego Fire - 5-23-02,NO,NO,YES,NO,2002-05-22T04:00:00Z,2002-06-11T00:55:00Z,5/22/02,6/11/02,20,Santa Fe (County),5d1bcec6d5b39c032f267758
22384,DR-1417-FM,1417,FSM,Major Disaster,2002,Typhoon,Typhoon Mitag,NO,NO,YES,YES,2002-02-26T23:00:00Z,2002-03-03T05:00:00Z,2/26/02,3/3/02,4,Yap (County-equivalent),5d1bcebcd5b39c032f264719
22385,FM-2409-MN,2409,MN,Fire Management,2002,Fire,Mn - By-Pass Fire - 05/31/2002,NO,NO,YES,NO,2002-06-01T02:00:00Z,2002-06-04T22:00:00Z,6/1/02,6/4/02,4,Crow Wing (County),5d1bcec6d5b39c032f26774a
22386,FM-2410-CO,2410,CO,Fire Management,2002,Fire,Iron Mountain Fire,NO,NO,YES,NO,2002-06-02T23:00:00Z,2002-06-10T04:00:00Z,6/2/02,6/10/02,7,Fremont (County),5d1bcec6d5b39c032f267764
22388,FM-2412-CO,2412,CO,Fire Management,2002,Fire,Co - Spring Fire - 06/03/02,NO,NO,YES,NO,2002-06-02T19:00:00Z,2002-06-26T04:00:00Z,6/2/02,6/26/02,23,Las Animas (County),5d1bcec6d5b39c032f26773b
22389,FM-2413-CO,2413,CO,Fire Management,2002,Fire,Co - James John / Fisher - 06/03/02,NO,NO,YES,NO,2002-06-02T19:53:00Z,2002-06-26T04:00:00Z,6/2/02,6/26/02,23,Las Animas (County),5d1bcec6d5b39c032f26773d
22390,FM-2414-NM,2414,NM,Fire Management,2002,Fire,Nm-Turkey Fire-6-2-02,NO,NO,YES,NO,2002-06-02T22:30:00Z,2002-07-14T06:25:00Z,6/2/02,7/14/02,41,Colfax (County),5d1bcec6d5b39c032f26775f
22391,FM-2415-NM,2415,NM,Fire Management,2002,Fire,Nm-Cerro Pelado-6-2-02,NO,NO,YES,NO,2002-06-02T21:27:00Z,2002-07-03T06:25:00Z,6/2/02,7/3/02,30,Mora (County),5d1bcec6d5b39c032f267746
22392,FM-2416-NM,2416,NM,Fire Management,2002,Fire,Nm-Ponil Fire-06/02/02,NO,NO,YES,NO,2002-06-02T04:00:00Z,2002-06-16T19:45:00Z,6/2/02,6/16/02,15,Colfax (County),5d1bcec6d5b39c032f267769
22393,FM-2417-CA,2417,CA,Fire Management,2002,Fire,Ca - Copper Fire - 06-06-2002,NO,NO,YES,NO,2002-06-05T13:00:00Z,2002-06-14T22:00:00Z,6/5/02,6/14/02,9,Los Angeles (County),5d1bcec6d5b39c032f26774c
22394,FM-2418-CO,2418,CO,Fire Management,2002,Fire,Ute Pass Fire,NO,NO,YES,NO,2002-06-06T13:20:00Z,2002-06-10T04:00:00Z,6/6/02,6/10/02,4,La Plata (County),5d1bcec6d5b39c032f267748
22395,FM-2419-CO,2419,CO,Fire Management,2002,Fire,Coal Seam Fire,NO,NO,YES,NO,2002-06-09T02:50:00Z,2002-06-29T04:00:00Z,6/9/02,6/29/02,20,Garfield (County),5d1bcec6d5b39c032f267738
22396,FM-2420-NV,2420,NV,Fire Management,2002,Fire,Nv Wildfire (Pioche) 06-08-2002,NO,NO,YES,NO,2002-06-08T19:40:00Z,2002-06-13T00:00:00Z,6/8/02,6/13/02,4,Lincoln (County),5d1bcec6d5b39c032f267743
22397,FM-2421-CO,2421,CO,Fire Management,2002,Fire,Co - Haymen Fire - 06/09/02,NO,NO,YES,NO,2002-06-08T04:00:00Z,2002-07-20T04:00:00Z,6/8/02,7/20/02,42,Statewide,5f45313ed07c217eca1a178f
22398,FM-2422-CO,2422,CO,Fire Management,2002,Fire,Co - Dierich Fire - 06/10/02,NO,NO,YES,NO,2002-06-09T21:00:00Z,2002-06-18T04:00:00Z,6/9/02,6/18/02,8,Mesa (County),5d1bcec6d5b39c032f2677c1
22399,FM-2423-CO,2423,CO,Fire Management,2002,Fire,Missionary Ridge Fire,NO,NO,YES,NO,2002-06-09T16:00:00Z,2002-08-09T04:00:00Z,6/9/02,8/9/02,61,La Plata (County),5d1bcec6d5b39c032f2677be
22400,DR-1418-IN,1418,IN,Major Disaster,2002,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",NO,YES,YES,YES,2002-04-28T05:00:00Z,2002-06-07T04:00:00Z,4/28/02,6/7/02,40,Martin (County),5d1bcebdd5b39c032f2648e0
22431,FM-2424-NM,2424,NM,Fire Management,2002,Fire,Nm - Roybal Fire - 06/13/02,NO,NO,YES,NO,2002-06-13T04:00:00Z,2002-07-13T00:25:00Z,6/13/02,7/13/02,30,San Miguel (County),5d1bcec6d5b39c032f267745
22432,DR-1419-MN,1419,MN,Major Disaster,2002,Severe Storm(s),"Severe Storms, Flooding And Tornadoes",NO,YES,YES,YES,2002-06-09T16:00:00Z,2002-06-28T04:00:00Z,6/9/02,6/28/02,19,Clearwater (County),5d1bcebcd5b39c032f26466f
22451,FM-2425-CA,2425,CA,Fire Management,2002,Fire,Bluecut Fire,NO,NO,YES,NO,2002-06-16T18:45:00Z,2002-06-22T22:00:00Z,6/16/02,6/22/02,6,San Bernardino (County),5d1bcec6d5b39c032f26773a
22452,FM-2427-WY,2427,WY,Fire Management,2002,Fire,Wy-Hensel Fire-06/07/02,NO,NO,YES,NO,2002-06-18T22:00:00Z,2002-07-08T00:00:00Z,6/18/02,7/8/02,19,Albany (County),5d1bcec6d5b39c032f2677aa
22454,FM-2426-SC,2426,SC,Fire Management,2002,Fire,Sc-Legends Fire,NO,NO,YES,NO,2002-06-17T04:00:00Z,2002-06-24T04:00:00Z,6/17/02,6/24/02,7,Horry (County),5d1bcec6d5b39c032f2677a6
22455,DR-1421-CO,1421,CO,Major Disaster,2002,Fire,Wildfires,NO,YES,NO,YES,2002-04-23T04:01:00Z,2002-08-06T04:00:00Z,4/23/02,8/6/02,105,Otero (County),5d1bcebdd5b39c032f2647be
22515,DR-1420-IA,1420,IA,Major Disaster,2002,Flood,Severe Storms And Flooding,NO,YES,NO,YES,2002-06-03T04:00:00Z,2002-06-25T04:00:00Z,6/3/02,6/25/02,22,Lee (County),5d1bcebdd5b39c032f2649b0
22536,FM-2428-CO,2428,CO,Fire Management,2002,Fire,Million Fire,NO,NO,YES,NO,2002-06-19T17:30:00Z,2002-08-03T04:00:00Z,6/19/02,8/3/02,44,Rio Grande (County),5d1bcec6d5b39c032f2677a9
22537,FM-2429-AZ,2429,AZ,Fire Management,2002,Fire,Rodeo Fire,NO,NO,YES,NO,2002-06-18T22:00:00Z,2002-07-07T04:00:00Z,6/18/02,7/7/02,18,Navajo (County),5d1bcec6d5b39c032f2677ab
22538,FM-2430-AZ,2430,AZ,Fire Management,2002,Fire,Az - Chediski Farms Fire - 06/21/2002,NO,NO,YES,NO,2002-06-20T18:00:00Z,2002-07-08T00:00:00Z,6/20/02,7/8/02,17,Navajo (County),5d1bcec6d5b39c032f26773c
22539,FM-2431-CO,2431,CO,Fire Management,2002,Fire,Co-Wiley Ridge Fire-06/23/02,NO,NO,YES,NO,2002-06-23T04:00:00Z,2002-06-28T22:00:00Z,6/23/02,6/28/02,6,Gunnison (County),5d1bcec6d5b39c032f26774b
22540,DR-1422-AZ,1422,AZ,Major Disaster,2002,Fire,Wildfires,NO,YES,NO,NO,2002-06-18T20:00:00Z,2002-07-07T04:00:00Z,6/18/02,7/7/02,18,Gila (County),5d1bcebcd5b39c032f2645e2
22545,FM-2432-CO,2432,CO,Fire Management,2002,Fire,Valley Fire,NO,NO,YES,NO,2002-06-25T20:30:00Z,2002-08-09T22:00:00Z,6/25/02,8/9/02,45,La Plata (County),5d1bcec6d5b39c032f2677d6
22546,DR-1423-AK,1423,AK,Major Disaster,2002,Flood,Flooding,NO,NO,YES,YES,2002-04-27T21:42:00Z,2002-05-30T04:00:00Z,4/27/02,5/30/02,32,Matanuska-Susitna (Borough),5d1bcebcd5b39c032f264670
22556,FM-2433-CA,2433,CA,Fire Management,2002,Fire,Louisiana Fire,NO,NO,YES,NO,2002-06-26T20:15:59Z,2002-06-30T16:00:00Z,6/26/02,6/30/02,4,San Bernardino (County),5d1bcec6d5b39c032f2677ae
22557,FM-2434-SD,2434,SD,Fire Management,2002,Fire,Grizzly Gulch Fire,NO,NO,YES,NO,2002-06-29T20:00:00Z,2002-07-17T22:00:00Z,6/29/02,7/17/02,18,Lawrence (County),5d1bcec6d5b39c032f2677b0
22558,FM-2435-ND,2435,ND,Fire Management,2002,Fire,Nd - Again Fire - 06/29/2002,NO,NO,YES,NO,2002-06-29T05:00:00Z,2002-07-04T03:00:00Z,6/29/02,7/4/02,5,Sioux (County),5d1bcec6d5b39c032f26774e
22559,FM-2436-WY,2436,WY,Fire Management,2002,Fire,Wy - Reese Mountain Fire - 07/01/02,NO,NO,YES,NO,2002-06-29T04:00:00Z,2002-07-12T22:00:00Z,6/29/02,7/12/02,14,Albany (County),5d1bcec6d5b39c032f267749
22560,FM-2437-UT,2437,UT,Fire Management,2002,Fire,Ut - Mustang Fire - 07/01/2002,NO,NO,YES,NO,2002-07-01T02:34:00Z,2002-07-05T22:00:00Z,7/1/02,7/5/02,5,Daggett (County),5d1bcec6d5b39c032f2677b1
22561,DR-1424-MT,1424,MT,Major Disaster,2002,Severe Storm(s),Severe Storms And Flooding,NO,NO,YES,YES,2002-06-08T04:00:00Z,2002-06-21T04:00:00Z,6/8/02,6/21/02,13,Glacier (County),5d1bcebcd5b39c032f26463d
22567,FM-2438-NV,2438,NV,Fire Management,2002,Fire,Nv - Gondola Fire - 07/03/2002,NO,NO,YES,NO,2002-07-03T18:00:00Z,2002-07-09T22:00:00Z,7/3/02,7/9/02,6,Douglas (County),5d1bcec6d5b39c032f2677b2
22568,DR-1425-TX,1425,TX,Major Disaster,2002,Flood,Severe Storms And Flooding,NO,YES,YES,YES,2002-06-29T04:00:00Z,2002-07-31T04:00:00Z,6/29/02,7/31/02,32,Blanco (County),5d1bcebcd5b39c032f26465e
22609,DR-1426-GU,1426,GU,Major Disaster,2002,Typhoon,Typhoon Chata'an,NO,YES,YES,YES,2002-07-05T18:04:00Z,2002-07-06T04:00:00Z,7/5/02,7/6/02,0,Guam (County-equivalent),5d1bcebdd5b39c032f2649de
22610,DR-1427-FM,1427,FSM,Major Disaster,2002,Typhoon,"Ts Chata'an, Inc Flooding, Mudslides And Landslides",NO,NO,YES,YES,2002-07-02T16:00:00Z,2002-07-04T04:00:00Z,7/2/02,7/4/02,2,Pohnpei (County-equivalent),5d1bcebcd5b39c032f26464c
22612,DR-1428-VT,1428,VT,Major Disaster,2002,Severe Storm(s),Severe Storms And Flooding,NO,YES,YES,YES,2002-06-05T04:00:00Z,2002-06-14T03:59:00Z,6/5/02,6/14/02,9,Lamoille (County),5d1bcebcd5b39c032f26471b
22617,FM-2439-AZ,2439,AZ,Fire Management,2002,Fire,Az - Oracle Hills Fire - 07/14/2002,NO,NO,YES,NO,2002-07-12T18:00:00Z,2002-07-17T04:00:00Z,7/12/02,7/17/02,4,Pinal (County),5d1bcec6d5b39c032f2677d0
22618,FM-2441-NV,2441,NV,Fire Management,2002,Fire,Nv - Gate Fire Complex - 07/15/02,NO,NO,YES,NO,2002-07-14T18:00:00Z,2002-07-27T00:00:00Z,7/14/02,7/27/02,12,Douglas (County),5d1bcec6d5b39c032f2677b3
22619,FM-2442-CO,2442,CO,Fire Management,2002,Fire,Co - Burn Canyon Fire - 07/15/02,NO,NO,YES,NO,2002-07-14T19:00:00Z,2002-08-02T04:00:00Z,7/14/02,8/2/02,18,San Miguel (County),5d1bcec6d5b39c032f2677b7
22621,FM-2443-OR,2443,OR,Fire Management,2002,Fire,Or - Eyerly Fire - 07/13/2002,NO,NO,YES,NO,2002-07-13T10:00:00Z,2002-07-18T23:00:00Z,7/13/02,7/18/02,6,Jefferson (County),5d1bcec6d5b39c032f2677d4
22622,FM-2444-OR,2444,OR,Fire Management,2002,Fire,Or - Winter Fire - 07/15/2002,NO,NO,YES,NO,2002-07-15T11:00:00Z,2002-07-25T11:00:00Z,7/15/02,7/25/02,10,Lake (County),5d1bcec6d5b39c032f2677b5
22623,FM-2445-OR,2445,OR,Fire Management,2002,Fire,Or - Squire Peak/Wall Creek Fire - 07/17/02,NO,NO,YES,NO,2002-07-16T23:00:00Z,2002-07-21T23:00:00Z,7/16/02,7/21/02,5,Jackson (County),5d1bcec6d5b39c032f2677d5
22624,FM-2446-NV,2446,NV,Fire Management,2002,Fire,Nv - Lost Cabin Fire - 07/17/02,NO,NO,YES,NO,2002-07-14T23:15:00Z,2002-07-28T00:00:00Z,7/14/02,7/28/02,13,Clark (County),5d1bcec6d5b39c032f2677c8
22625,FM-2447-CO,2447,CO,Fire Management,2002,Fire,Big Elk Fire,NO,NO,YES,NO,2002-07-17T19:15:00Z,2002-08-05T22:00:00Z,7/17/02,8/5/02,19,Larimer (County),5d1bcec6d5b39c032f2677cb
22626,FM-2448-OR,2448,OR,Fire Management,2002,Fire,Or - Flagtail Fire - 07/19/02,NO,NO,YES,NO,2002-07-18T11:00:00Z,2002-07-21T22:00:00Z,7/18/02,7/21/02,3,Grant (County),5d1bcec6d5b39c032f2677b8
22627,DR-1429-WI,1429,WI,Major Disaster,2002,Severe Storm(s),Severe Storms And Flooding,NO,NO,YES,YES,2002-06-21T16:00:00Z,2002-06-25T04:00:00Z,6/21/02,6/25/02,4,Dunn (County),5d1bcebcd5b39c032f2646f6
22635,FM-2449-WA,2449,WA,Fire Management,2002,Fire,Wa - Deer Point Fire - 07/20/02,NO,NO,YES,NO,2002-07-20T04:01:00Z,2002-07-27T04:00:00Z,7/20/02,7/27/02,7,Chelan (County),5d1bcec6d5b39c032f2677ad
22636,FM-2450-CA,2450,CA,Fire Management,2002,Fire,Deer Fire,NO,NO,YES,NO,2002-07-21T16:41:00Z,2002-07-28T00:00:00Z,7/21/02,7/28/02,6,Kern (County),5d1bcec6d5b39c032f2677a7
22637,FM-2451-WA,2451,WA,Fire Management,2002,Fire,Wa - Pickens Fire - 07/24/02,NO,NO,YES,NO,2002-07-24T16:30:00Z,2002-07-26T04:00:00Z,7/24/02,7/26/02,1,Okanogan (County),5d1bcec6d5b39c032f2677bb
22638,FM-2452-OR,2452,OR,Fire Management,2002,Fire,Or - Sheldon Ridge Fire - 07/25/02,NO,NO,YES,NO,2002-07-25T10:00:00Z,2002-08-01T10:00:00Z,7/25/02,8/1/02,7,Wasco (County),5d1bcec6d5b39c032f2677bc
22641,FM-2454-OR,2454,OR,Fire Management,2002,Fire,Timbered Rock Fire,NO,NO,YES,NO,2002-07-27T17:00:00Z,2002-08-05T23:00:00Z,7/27/02,8/5/02,9,Jackson (County),5d1bcec6d5b39c032f2677bd
22642,FM-2455-OR,2455,OR,Fire Management,2002,Fire,Or - Cache Mountain Fire - 07/28/02,NO,NO,YES,NO,2002-07-28T16:00:00Z,2002-08-01T11:00:00Z,7/28/02,8/1/02,4,Jefferson (County),5d1bcec6d5b39c032f2677bf
22644,FM-2456-CA,2456,CA,Fire Management,2002,Fire,Ca - Pines Fire - 07/30/02,NO,NO,YES,NO,2002-07-29T18:40:00Z,2002-08-23T00:00:00Z,7/29/02,8/23/02,24,San Diego (County),5d1bcec6d5b39c032f2677c3
22645,FM-2457-CO,2457,CO,Fire Management,2002,Fire,Co - Panorama Fire - 07/31/02,NO,NO,YES,NO,2002-07-31T19:00:00Z,2002-08-04T04:00:00Z,7/31/02,8/4/02,3,Eagle (County),5d1bcec6d5b39c032f2677c2
22647,DR-1430-MP,1430,MP,Major Disaster,2002,Typhoon,Typhoon Chata'an,NO,NO,YES,YES,2002-07-05T02:00:00Z,2002-07-05T14:00:00Z,7/5/02,7/5/02,1,Rota (Municipality),5d1bcebdd5b39c032f2648a0
22648,FM-2458-SD,2458,SD,Fire Management,2002,Fire,Sd - Battle Creek Fire - 08/18/02,NO,NO,YES,NO,2002-08-16T07:34:00Z,2002-08-29T04:00:00Z,8/16/02,8/29/02,13,Pennington (County),5d1bcec6d5b39c032f2677c6
22650,FM-2459-NM,2459,NM,Fire Management,2002,Fire,Nm - Lakes Fire Complex - 08/26/02,NO,NO,YES,NO,2002-08-26T21:18:00Z,2002-09-11T23:05:00Z,8/26/02,9/11/02,16,Sandoval (County),5d1bcec6d5b39c032f2677c9
22651,FM-2460-WY,2460,WY,Fire Management,2002,Fire,Wy - Commissary Ridge Fire - 08/31/02,NO,NO,YES,NO,2002-08-29T22:51:00Z,2002-09-15T04:00:00Z,8/29/02,9/15/02,16,Lincoln (County),5d1bcec6d5b39c032f26774d
22652,FM-2461-CA,2461,CA,Fire Management,2002,Fire,Squirrel Fire,NO,NO,YES,NO,2002-09-03T18:00:00Z,2002-09-10T22:00:00Z,9/3/02,9/10/02,7,Shasta (County),5d1bcec6d5b39c032f267741
22653,FM-2462-CA,2462,CA,Fire Management,2002,Fire,Leona Fire,NO,NO,YES,NO,2002-09-03T17:31:00Z,2002-09-13T00:00:00Z,9/3/02,9/13/02,9,Los Angeles (County),5d1bcec6d5b39c032f2677cc
22654,DR-1431-ND,1431,ND,Major Disaster,2002,Severe Storm(s),"Severe Storms, Flooding And Tornadoes",NO,NO,YES,YES,2002-06-08T12:00:00Z,2002-08-12T03:59:00Z,6/8/02,8/12/02,65,Pembina (County),5d1bcebdd5b39c032f26497d
22660,DR-1432-WI,1432,WI,Major Disaster,2002,Tornado,"Severe Storms, Tornadoes And Flooding",NO,YES,NO,YES,2002-09-02T04:00:00Z,2002-09-06T04:01:00Z,9/2/02,9/6/02,4,Sawyer (County),5d1bcebcd5b39c032f264688
22679,FM-2463-CA,2463,CA,Fire Management,2002,Fire,Sierra Fire,NO,NO,YES,NO,2002-09-18T18:30:00Z,2002-09-23T00:00:00Z,9/18/02,9/23/02,4,Placer (County),5d1bcec6d5b39c032f2677d2
22680,FM-2464-CA,2464,CA,Fire Management,2002,Fire,Williams Fire,NO,NO,YES,NO,2002-09-22T20:57:00Z,2002-09-30T00:00:00Z,9/22/02,9/30/02,7,San Bernardino (County),5d1bcec6d5b39c032f2677ce
22682,DR-1433-IN,1433,IN,Major Disaster,2002,Severe Storm(s),Severe Storms And Tornadoes,NO,YES,NO,YES,2002-09-20T14:00:00Z,2002-09-21T03:59:00Z,9/20/02,9/21/02,1,Vanderburgh (County),5d1bcebdd5b39c032f2649b2
22714,FM-2465-CA,2465,CA,Fire Management,2002,Fire,Croy Fire,NO,NO,YES,NO,2002-09-23T19:57:00Z,2002-10-05T04:00:00Z,9/23/02,10/5/02,11,Santa Cruz (County),5d1bcec6d5b39c032f2677ac
22716,DR-1434-TX,1434,TX,Major Disaster,2002,Coastal Storm,Tropical Storm Fay,NO,YES,NO,YES,2002-09-06T04:00:00Z,2002-09-30T04:00:00Z,9/6/02,9/30/02,24,Nueces (County),5d1bcebcd5b39c032f26472c
